dataset,model,text,is_false_positive,p_unwanted,msg_type,digit_count,count_currency,message_length,urgency_count,count_links,has_url,uppercase_ratio
india,A,Having said that please make sure u validate all things once,False,0.0098,other,0.0,0.0,60.0,0.0,0.0,0.0,0.02
india,A,"now power from morning 4am kk, heavy rain and windy",False,0.0239,other,1.0,0.0,51.0,0.0,0.0,0.0,0.0
india,A,I hope this stock hits the upper circuit again tomorrow,False,0.0064,other,0.0,0.0,55.0,0.0,0.0,0.0,0.022
india,A,Conservative Entry,False,0.0182,other,0.0,0.0,18.0,0.0,0.0,0.0,0.118
india,A,"What you said is the highest wisdom. It is the market that makes us make money. When the market is bad, most people will lose money.",False,0.0036,other,0.0,0.0,132.0,0.0,0.0,0.0,0.029
india,A,"For outlook, I can only open but further I can't read any mail",False,0.0272,other,0.0,0.0,62.0,0.0,0.0,0.0,0.062
india,A,Those who font join today will be marked one LoP in this month,False,0.0218,other,0.0,0.0,62.0,0.0,0.0,0.0,0.06
india,A,Yes it went up by 7.31% today????????,False,0.0163,other,3.0,0.0,37.0,0.0,0.0,0.0,0.227
india,A,"Hello Riya, what's about Astral Ltd.? Can we add it or avoid?",False,0.0328,other,0.0,0.0,61.0,0.0,0.0,0.0,0.111
india,A,"As a public figure, I can promise here",False,0.0128,other,0.0,0.0,38.0,0.0,0.0,0.0,0.067
india,A,The Federal Reserve has access to even more data and they certainly know the true situation of inflation,False,0.0343,recharge/plan,0.0,0.0,104.0,0.0,0.0,0.0,0.034
india,A,It's okay to not recommend stocks when the market is bad.,False,0.0025,other,0.0,0.0,57.0,0.0,0.0,0.0,0.022
india,A,???????????????????????? ????????????????????????,False,0.0773,other,0.0,0.0,49.0,0.0,0.0,0.0,0.96
india,A,"Yes, but the assistant said yesterday that he would share the technology tomorrow night.",False,0.0052,other,0.0,0.0,88.0,0.0,0.0,0.0,0.014
india,A,My PC got shutdown,False,0.0052,other,0.0,0.0,18.0,0.0,0.0,0.0,0.2
india,A,""" Technical analysts classify trends into several broad categories for easy identification. These are primary trends (measured in months or years), secondary or medium-term trends (measured in weeks or months), short-ter",False,0.1075,other,0.0,0.0,299.0,0.0,0.0,0.0,0.008
india,A,Happy pongal ????,False,0.0108,other,0.0,0.0,17.0,0.0,0.0,0.0,0.091
india,A,"I won't share too much tonight, please enjoy this great festival????????",False,0.0317,other,0.0,0.0,72.0,0.0,0.0,0.0,0.089
india,A,"It's an unplanned power cut due to heavy rain, thundering, lighting and wind",False,0.0183,bank/transactional,0.0,0.0,76.0,0.0,0.0,0.0,0.016
india,A,"Hello! Riya Assistant, please send me a copy of your evening presentation document later. Thank you",False,0.0381,other,0.0,0.0,99.0,0.0,0.0,0.0,0.049
india,A,I've already sent you a private message Thank you,False,0.0206,other,0.0,0.0,49.0,0.0,0.0,0.0,0.05
india,A,Will join in 5 mins,False,0.0171,other,1.0,0.0,19.0,0.0,0.0,0.0,0.071
india,A,I am outside for some personal work. I will join at 10 PM,False,0.0224,other,2.0,0.0,57.0,0.0,0.0,0.0,0.095
india,A,I am changing my password,False,0.0032,other,0.0,0.0,25.0,0.0,0.0,0.0,0.048
india,A,Good noon,False,0.0147,other,0.0,0.0,9.0,0.0,0.0,0.0,0.125
india,A,Hi kk,False,0.0184,other,0.0,0.0,5.0,0.0,0.0,0.0,0.25
india,A,Okay.,False,0.0189,other,0.0,0.0,5.0,0.0,0.0,0.0,0.25
india,A,"I didnt sent to you, for those who got mail they can reply",False,0.0561,other,0.0,0.0,58.0,0.0,0.0,0.0,0.022
india,A,Restart your laptop,False,0.0648,other,0.0,0.0,19.0,0.0,0.0,0.0,0.059
india,A,He answered on call,False,0.0388,other,0.0,0.0,19.0,0.0,0.0,0.0,0.062
india,A,""" I??????ll buy now, thank you""",False,0.0153,other,0.0,0.0,31.0,0.0,0.0,0.0,0.2
india,A,"That??????s all for today. Get some rest. If you need the documents tonight, send me a private message, and I??????ll send them to you later",False,0.0276,other,0.0,0.0,140.0,0.0,0.0,0.0,0.094
india,A,And now I have a more important mission to do,False,0.0278,other,0.0,0.0,45.0,0.0,0.0,0.0,0.056
india,A,?sticker omitted,False,0.0142,other,0.0,0.0,16.0,0.0,0.0,0.0,0.0
india,A,I joined,False,0.0175,other,0.0,0.0,8.0,0.0,0.0,0.0,0.143
india,A,Guys please join handover call,False,0.0287,other,0.0,0.0,30.0,0.0,0.0,0.0,0.038
india,A,There is power cut in our area since 12 am,False,0.0201,other,2.0,0.0,42.0,0.0,0.0,0.0,0.032
india,A,Yes but the broader market is weakening,False,0.0052,other,0.0,0.0,39.0,0.0,0.0,0.0,0.03
india,A,I won??????t talk too much during the holidays to share more investment tips.,False,0.0295,other,0.0,0.0,77.0,0.0,0.0,0.0,0.066
india,A,Ya bro it worked,False,0.0071,other,0.0,0.0,16.0,0.0,0.0,0.0,0.077
india,A,I think it can still be held onto,False,0.0057,other,0.0,0.0,33.0,0.0,0.0,0.0,0.038
india,A,Omg,False,0.023,other,0.0,0.0,3.0,0.0,0.0,0.0,0.333
india,A,""" Most profits come from correctly predicting trends and acting on them, so almost all technical research is devoted to early prediction of trends""",False,0.0328,other,0.0,0.0,147.0,0.0,0.0,0.0,0.008
india,A,Will there really be a drop after Independence Day?,False,0.009,other,0.0,0.0,51.0,0.0,0.0,0.0,0.071
india,A,I am doing the outlook and teams issue,False,0.006,other,0.0,0.0,38.0,0.0,0.0,0.0,0.032
india,A,1. The market will underestimate everything,False,0.005,other,1.0,0.0,43.0,0.0,0.0,0.0,0.028
india,A,*phone network,False,0.0202,other,0.0,0.0,14.0,0.0,0.0,0.0,0.0
india,A,In this situation whether the market will continue to decline today remains a question,False,0.0114,other,0.0,0.0,86.0,0.0,0.0,0.0,0.014
india,A,I like penny stocks,False,0.0062,other,0.0,0.0,19.0,0.0,0.0,0.0,0.062
india,A,Yes this slight movement in the US markets shouldn't affect the domestic market,False,0.0092,other,0.0,0.0,79.0,0.0,0.0,0.0,0.045
india,A,Team pls reply to my mail,False,0.0195,other,0.0,0.0,25.0,0.0,0.0,0.0,0.05
india,A,"If the market goes up today, I will sell my stocks in the afternoon.",False,0.0021,other,0.0,0.0,68.0,0.0,0.0,0.0,0.038
india,A,Shakthi Vishnu as well,False,0.0151,other,0.0,0.0,22.0,0.0,0.0,0.0,0.105
india,A,May be down,False,0.0089,other,0.0,0.0,11.0,0.0,0.0,0.0,0.111
india,A,location,False,0.0142,other,0.0,0.0,8.0,0.0,0.0,0.0,0.0
india,A,"Regarding this point, I want to clarify",False,0.0591,other,0.0,0.0,39.0,0.0,0.0,0.0,0.062
india,A,Thank you buddy,False,0.0141,other,0.0,0.0,15.0,0.0,0.0,0.0,0.077
india,A,I also got Professor Sohan Sharma's courseware last night. I haven't read it yet.,False,0.0068,other,0.0,0.0,81.0,0.0,0.0,0.0,0.078
india,A,Facing some issues in internet,False,0.0184,other,0.0,0.0,30.0,0.0,0.0,0.0,0.038
india,A,Msg sent by mistake,False,0.0227,other,0.0,0.0,19.0,0.0,0.0,0.0,0.062
india,A,Have,False,0.0209,other,0.0,0.0,4.0,0.0,0.0,0.0,0.25
india,A,"Facing network issues, will try rejoin",False,0.0213,other,0.0,0.0,38.0,0.0,0.0,0.0,0.031
india,A,Check in,False,0.0202,other,0.0,0.0,8.0,0.0,0.0,0.0,0.143
india,A,The market conditions weren't great so any profit is already good,False,0.0073,other,0.0,0.0,65.0,0.0,0.0,0.0,0.019
india,A,"Recent market conditions have been unstable, leading to a reduction in our previous profits. Don't be discouraged; Professor Sohan Sharma will also adjust the strategies accordingly. Although the market will be closed to",False,0.0342,appointment/reminder,0.0,0.0,368.0,0.0,0.0,0.0,0.039
india,A,In mobile,False,0.0703,other,0.0,0.0,9.0,0.0,0.0,0.0,0.125
india,A,Today's sharing ends here. Let's celebrate this great festival together tomorrow????????,False,0.0254,other,0.0,0.0,88.0,0.0,0.0,0.0,0.085
india,A,It's not working in my phone nd it's your email ac is blocked,False,0.049,other,0.0,0.0,61.0,1.0,0.0,0.0,0.021
india,A,I will try to join even early,False,0.0148,other,0.0,0.0,29.0,0.0,0.0,0.0,0.043
india,A,Hi Ranjith,False,0.019,other,0.0,0.0,10.0,0.0,0.0,0.0,0.222
india,A,Why it is late ?,False,0.008,other,0.0,0.0,16.0,0.0,0.0,0.0,0.091
india,A,Will join in 10 mins,False,0.0201,other,2.0,0.0,20.0,0.0,0.0,0.0,0.071
india,A,""" Professor, I have already added you""",False,0.003,other,0.0,0.0,38.0,0.0,0.0,0.0,0.069
india,A,Hi team today??s team meeting is must attend for all as discussed and agreed please make sure everyone join the meeting,False,0.0314,appointment/reminder,0.0,0.0,119.0,0.0,0.0,0.0,0.02
india,A,I am in shift kk..,False,0.0084,other,0.0,0.0,18.0,0.0,0.0,0.0,0.083
india,A,I am facing some issue,False,0.0081,other,0.0,0.0,22.0,0.0,0.0,0.0,0.056
india,A,Earlier it doesn't work,False,0.0063,other,0.0,0.0,23.0,0.0,0.0,0.0,0.053
india,A,It's indeed just shy of a key level but this week is expected to see continued gains,False,0.0253,other,0.0,0.0,84.0,0.0,0.0,0.0,0.015
india,A,Start discussing on topics,False,0.076,other,0.0,0.0,26.0,0.0,0.0,0.0,0.043
india,A,Okay Jerold,False,0.018,other,0.0,0.0,11.0,0.0,0.0,0.0,0.2
india,A,Good evening Mr Arvind Singh Check in,False,0.0144,other,0.0,0.0,37.0,0.0,0.0,0.0,0.161
india,A,Restarting laptop,False,0.0142,other,0.0,0.0,17.0,0.0,0.0,0.0,0.062
india,A,Hi team anyone facing outlook issues ?,False,0.0137,other,0.0,0.0,38.0,0.0,0.0,0.0,0.032
india,A,You got locked out ?,False,0.0099,other,0.0,0.0,20.0,0.0,0.0,0.0,0.067
india,A,"The above are the momentum stocks recommended by Professor Sohan Sharma. If you have already purchased them, please let me know the buying price so I can provide timely advice later on. If you haven't bought them yet, yo",False,0.0305,other,0.0,0.0,344.0,0.0,0.0,0.0,0.032
india,A,"Yes, I understand. When I get the courseware, I will definitely read it carefully, because my awareness of stock market investment is really weak ????????",False,0.0101,other,0.0,1.0,154.0,0.0,0.0,0.0,0.074
india,A,If there isn't any further rise by the end of the session it's better to sell,False,0.0249,other,0.0,0.0,77.0,0.0,0.0,0.0,0.017
india,A,Failure is the key to success,False,0.0152,other,0.0,0.0,29.0,0.0,0.0,0.0,0.042
india,A,"Friends who want to know more about the competition and my personal resume can leave a message with my assistant Rama and confirm. Next, I will share new investment tips, please start reading here????????",False,0.0394,other,0.0,0.0,204.0,0.0,0.0,0.0,0.049
india,A,"MDC is HUB, no need to engage Dxc through HPSM",False,0.0136,other,0.0,0.0,46.0,0.0,0.0,0.0,0.306
india,A,Happy diwali to all,False,0.0189,other,0.0,0.0,19.0,0.0,0.0,0.0,0.062
india,A,In the corner,False,0.0114,other,0.0,0.0,13.0,0.0,0.0,0.0,0.091
india,A,I'm able to think independently so I can understand greed and fear ????????????????,False,0.0097,other,0.0,0.0,83.0,0.0,0.0,0.0,0.161
india,A,It's like Aruba sdwan os??,False,0.0093,other,0.0,0.0,26.0,0.0,0.0,0.0,0.105
india,A,Happy end to this week's trading.,False,0.1104,other,0.0,0.0,33.0,0.0,0.0,0.0,0.038
india,A,IRFC,False,0.0657,other,0.0,0.0,4.0,0.0,0.0,0.0,1.0
india,A,Network issue,False,0.0151,other,0.0,0.0,13.0,0.0,0.0,0.0,0.083
india,A,Firstly technical technical analysis is based on three main assumptions,False,0.0197,other,0.0,0.0,71.0,0.0,0.0,0.0,0.016
india,A,It's rising so fast already up by more than 5%,False,0.0068,other,1.0,0.0,46.0,0.0,0.0,0.0,0.029
india,A,My phone actually dropped in the bucket,False,0.005,other,0.0,0.0,39.0,0.0,0.0,0.0,0.03
india,A,"The auction has ended, and everything looks good so far. It's just uncertain how things will turn out once trading begins.",False,0.0083,other,0.0,0.0,122.0,0.0,0.0,0.0,0.02
india,A,That's awesome????????,False,0.0077,other,0.0,0.0,22.0,0.0,0.0,0.0,0.312
india,A,Good evening everyone????????????????,False,0.0176,other,0.0,0.0,37.0,0.0,0.0,0.0,0.333
india,A,Good evening sir Check in,False,0.0136,other,0.0,0.0,25.0,0.0,0.0,0.0,0.095
india,A,Hmm ok,False,0.0141,other,0.0,0.0,6.0,0.0,0.0,0.0,0.2
india,A,Good evening sir Wish you a happy holiday,False,0.0097,other,0.0,0.0,41.0,0.0,0.0,0.0,0.059
india,A,Will chk now,False,0.0137,other,0.0,0.0,12.0,0.0,0.0,0.0,0.1
india,A,Why haven't I recommended early morning stocks at 10,False,0.0104,other,2.0,0.0,52.0,0.0,0.0,0.0,0.049
india,A,"Well, as you all know, I like to share simple and practical investment tips.",False,0.0259,other,0.0,0.0,76.0,0.0,0.0,0.0,0.033
india,A,"???????????? US PPI rose 2.2% year-on-year in July, lower than expected and sharply down from the previous value of 2.7%; traders have since increased their bets on Fed easing.",False,0.0606,other,4.0,0.0,176.0,0.0,0.0,0.0,0.101
india,A,Happy and prosperous new year 2021 to you all and your family.,False,0.0495,other,4.0,0.0,62.0,0.0,0.0,0.0,0.022
india,A,Same here,False,0.0142,other,0.0,0.0,9.0,0.0,0.0,0.0,0.125
india,A,Buying towards the close is a bit more secure,False,0.0262,other,0.0,0.0,45.0,0.0,0.0,0.0,0.027
india,A,"If you are worried about missing out on important buy and sell instructions, please add my assistant Rama's WhatsApp and she will notify you of important buy and sell opportunities via private messages????????",False,0.0624,other,0.0,0.0,209.0,0.0,0.0,0.0,0.047
india,A,"Through continuous learning and growth, I will definitely apply the knowledge I gained today to my future investments",False,0.0298,other,0.0,0.0,117.0,0.0,0.0,0.0,0.03
india,A,"It's okay, I can accept that. Making money isn't achieved in a single trade; it's a long-term process",False,0.0072,other,0.0,0.0,101.0,0.0,0.0,0.0,0.039
india,A,"Short-term borrowing costs in India declined to the lowest in nearly two years, reflecting a buildup of liquidity in the banking system just as calls for central bank policy pivot mount.",False,0.1546,other,0.0,0.0,186.0,0.0,0.0,0.0,0.013
india,A,I set an automatic sell at 115,False,0.0246,other,3.0,0.0,30.0,0.0,0.0,0.0,0.048
india,A,"The index adjustment usually follows a gradual inclusion process, and the inflow of funds is also carried out in stages",False,0.0262,other,0.0,0.0,119.0,0.0,0.0,0.0,0.01
india,A,As long as inflation doesn't rise there won't be a problem,False,0.0121,other,0.0,0.0,58.0,0.0,0.0,0.0,0.022
india,A,Can I open a put option at 24600?,False,0.0224,other,5.0,0.0,33.0,0.0,0.0,0.0,0.1
india,A,Team pls be atentive,False,0.022,other,0.0,0.0,20.0,0.0,0.0,0.0,0.059
india,A,No KK,False,0.0406,other,0.0,0.0,5.0,0.0,0.0,0.0,0.75
india,A,I will join my pc is restarted,False,0.0075,other,0.0,0.0,30.0,0.0,0.0,0.0,0.042
india,A,Just wait for the upcoming announcements,False,0.0193,other,0.0,0.0,40.0,0.0,0.0,0.0,0.029
india,A,Facing issues with internet,False,0.022,other,0.0,0.0,27.0,0.0,0.0,0.0,0.042
india,A,""" Good afternoon, investors. The market has now closed, so let's do a quick summary.""",False,0.0067,other,0.0,0.0,85.0,0.0,0.0,0.0,0.031
india,A,Letting you know,False,0.0085,other,0.0,0.0,16.0,0.0,0.0,0.0,0.071
india,A,""" Additionally, the Federal Reserve has moved away from relying solely on data points and is now focusing on a broader outlook and risk balance. The current Fed is one that prioritizes employment data over inflation data",False,0.1683,bank/transactional,0.0,0.0,310.0,0.0,0.0,0.0,0.028
india,A,The market weakening now is an opportunity for us,False,0.0187,other,0.0,0.0,49.0,0.0,0.0,0.0,0.024
india,A,Okay Thank you,False,0.017,other,0.0,0.0,14.0,0.0,0.0,0.0,0.167
india,A,"I am not comforting you because the stocks I recommended recently suffered a floating loss, but because I treat every member as a friend????????",False,0.0069,other,0.0,0.0,144.0,0.0,0.0,0.0,0.06
india,A,I feel powerless and guilty about the trading situation in the past two weeks.,False,0.0151,other,0.0,0.0,78.0,0.0,0.0,0.0,0.016
india,A,You said above stmt and after that no action from you,False,0.0203,other,0.0,0.0,53.0,0.0,0.0,0.0,0.023
india,A,"Hi team, will be joining 15 min late",False,0.0256,other,2.0,0.0,36.0,0.0,0.0,0.0,0.038
india,A,Salarpuria arena building,False,0.0156,other,0.0,0.0,25.0,0.0,0.0,0.0,0.043
india,A,Koi Hindi bolane wala hai bhai,False,0.0174,other,0.0,0.0,30.0,0.0,0.0,0.0,0.08
india,A,""" Good evening, investors. It's time for our weekend review. Let's first focus on the international front.""",False,0.0207,other,0.0,0.0,107.0,0.0,0.0,0.0,0.036
india,A,This time the rate cut in September seems inevitable,False,0.0115,other,0.0,0.0,52.0,0.0,0.0,0.0,0.045
india,A,Ok cool,False,0.014,other,0.0,0.0,7.0,0.0,0.0,0.0,0.167
india,A,???? then I will be in start only.. I will not move to CCNA????,False,0.0344,other,0.0,0.0,63.0,0.0,0.0,0.0,0.15
india,A,Pls join Daily touchpoint call. I will join lil bit late ..,False,0.0513,other,0.0,0.0,59.0,0.0,0.0,0.0,0.067
india,A,""" Hello everyone, I am Arvind Singh the assistant to Mr. Anand Selvakesari, Chief Investment Officer at StockHolding Corporation of India Limited. It's a pleasure to connect with you all.""",False,0.0242,other,0.0,0.0,188.0,0.0,0.0,0.0,0.106
india,A,"Hi Team, I'll join by 30 mins late..",False,0.017,other,2.0,0.0,36.0,0.0,0.0,0.0,0.13
india,A,"I just called and for 2 min it was ringing,",False,0.0173,other,1.0,0.0,43.0,0.0,0.0,0.0,0.031
india,A,Crazy,False,0.0227,other,0.0,0.0,5.0,0.0,0.0,0.0,0.2
india,A,""" Good morning, investors. It's the early trading session now, so let's first focus on the international news.""",False,0.0143,other,0.0,0.0,111.0,0.0,0.0,0.0,0.023
india,A,"Good evening, students of Bajaj Finserv's official group.",False,0.0098,other,0.0,0.0,57.0,0.0,0.0,0.0,0.064
india,A,I think I can understand something,False,0.0062,other,0.0,0.0,34.0,0.0,0.0,0.0,0.069
india,A,Team please join the team meeting,False,0.015,appointment/reminder,0.0,0.0,33.0,0.0,0.0,0.0,0.036
india,A,?????????????????????????????? ?????????????????????????????????????????? ?????????????????? ?????????????????? ?????????????????? ???????????? ?????????????????????????????? ???????????? ????????????????????????????????,True,0.989,other,4.0,10.0,332.0,0.0,0.0,0.0,0.994
india,A,It feels like it might continue to rise,False,0.008,other,0.0,0.0,39.0,0.0,0.0,0.0,0.031
india,A,Yes! What level of candlestick chart is typically used to determine future trends?,False,0.0249,other,0.0,0.0,82.0,0.0,0.0,0.0,0.029
india,A,Earlier it said account it blocked for pulse,False,0.0374,bank/transactional,0.0,0.0,44.0,1.0,0.0,0.0,0.027
india,A,Thanks kk,False,0.017,other,0.0,0.0,9.0,0.0,0.0,0.0,0.125
india,A,I will be joining late by 2- 2,False,0.0223,other,2.0,0.0,30.0,0.0,0.0,0.0,0.05
india,A,Pls assist me to,False,0.031,other,0.0,0.0,16.0,0.0,0.0,0.0,0.077
india,A,Hi team,False,0.0136,other,0.0,0.0,7.0,0.0,0.0,0.0,0.167
india,A,"This week's trading has successfully concluded. Due to various factors, the market has been in a downtrend, with the NIFTY index oscillating within a range. Today, it closed at 24,541 points, which can be considered a po",False,0.0655,bank/transactional,5.0,0.0,428.0,0.0,0.0,0.0,0.039
india,A,Affected CI option should select UNKNOWN,False,0.0319,other,0.0,0.0,40.0,0.0,0.0,0.0,0.286
india,A,Everyone's enthusiasm for this discussion is really high,False,0.0269,other,0.0,0.0,56.0,0.0,0.0,0.0,0.021
india,A,Cart on,False,0.176,other,0.0,0.0,7.0,0.0,0.0,0.0,0.167
india,A,Who are on shift ?,False,0.0202,other,0.0,0.0,18.0,0.0,0.0,0.0,0.077
india,A,??????????????????,False,0.0148,other,0.0,0.0,18.0,0.0,0.0,0.0,0.0
india,A,"Whoever wants to learn and part of this activity, please join war room",False,0.0406,other,0.0,0.0,70.0,0.0,0.0,0.0,0.018
india,A,I don't think anyone will like war. I really hope to consider the people of their country and their families before starting a war.,False,0.013,other,0.0,0.0,131.0,0.0,0.0,0.0,0.019
india,A,"Although the Indian market was closed yesterday, the U.S. market performed strongly. Today, Asian markets have generally risen, which will have a positive impact on the Indian market.",False,0.0125,other,0.0,0.0,183.0,0.0,0.0,0.0,0.047
india,A,"If there is no leader to lead me, I think I will be confused now",False,0.0176,other,0.0,0.0,64.0,0.0,0.0,0.0,0.061
india,A,Rejoining,False,0.0171,other,0.0,0.0,9.0,0.0,0.0,0.0,0.111
india,A,Team inspite of multiple reminders this attendance is pathetic,False,0.0218,bank/transactional,0.0,0.0,62.0,0.0,0.0,0.0,0.019
india,A,ESP night shift guys,False,0.0121,other,0.0,0.0,20.0,0.0,0.0,0.0,0.176
india,A,Wish you A Happy New Year all. Have a peaceful year ahead????,False,0.0144,other,0.0,0.0,61.0,0.0,0.0,0.0,0.133
india,A,Ok,False,0.0201,other,0.0,0.0,2.0,0.0,0.0,0.0,0.5
india,A,Thank you,False,0.0162,other,0.0,0.0,9.0,0.0,0.0,0.0,0.125
india,A,I will join in 2-3 mins,False,0.0181,other,2.0,0.0,23.0,0.0,0.0,0.0,0.067
india,A,I gained a lot of knowledge while studying with professors and groups ???????? ???????? ????????,False,0.0228,other,0.0,0.0,96.0,0.0,0.0,0.0,0.186
india,A,I have to restart my laptoo,False,0.0094,other,0.0,0.0,27.0,0.0,0.0,0.0,0.045
india,A,"????????????The table below shows annualized excess return following RSI momentum signals. The figures are based on the quarterly figures, i.e. excess return 66 days (3 months) after the signal was triggered.",False,0.0272,other,3.0,0.0,208.0,0.0,0.0,0.0,0.068
india,A,Hi Team.,False,0.0177,other,0.0,0.0,8.0,0.0,0.0,0.0,0.333
india,A,"The E2E I bought at the opening has now gone up, thanks ????????",False,0.0113,other,1.0,0.0,64.0,0.0,0.0,0.0,0.174
india,A,Service now ?,True,0.5718,other,0.0,0.0,13.0,0.0,0.0,0.0,0.1
india,A,Restarting pc,False,0.0219,other,0.0,0.0,13.0,0.0,0.0,0.0,0.083
india,A,Will join later by 2,False,0.0137,other,1.0,0.0,20.0,0.0,0.0,0.0,0.067
india,A,Importance of communication and projecting oneself,False,0.0368,other,0.0,0.0,50.0,0.0,0.0,0.0,0.022
india,A,I believe you can lead us to victory.,False,0.0181,other,0.0,0.0,37.0,0.0,0.0,0.0,0.034
india,A,And we are have heavy rain and lightning and wind storm here in our area,False,0.0164,other,0.0,0.0,72.0,0.0,0.0,0.0,0.017
india,A,"I think Mr.'s approach is very sensible. When the stock market is not doing well, Mr. obviously reduces the frequency of transactions.",False,0.0059,bank/transactional,0.0,0.0,134.0,0.0,0.0,0.0,0.037
india,A,Today's market is really tense and exciting ????????,False,0.0133,other,0.0,0.0,52.0,0.0,0.0,0.0,0.125
india,A,"Team,",False,0.0177,other,0.0,0.0,5.0,0.0,0.0,0.0,0.25
india,A,Please open a ticket with it support ; what else we can do ?,False,0.0075,other,0.0,0.0,60.0,0.0,0.0,0.0,0.022
india,A,????????,False,0.0664,other,0.0,0.0,8.0,0.0,0.0,0.0,1.0
india,A,There are many knowledge points that need to be learned slowly,False,0.0076,other,0.0,0.0,62.0,0.0,0.0,0.0,0.019
india,A,Some security issue,False,0.0149,other,0.0,0.0,19.0,0.0,0.0,0.0,0.059
india,A,You can see this from the recent employment data which is also the reason for the stock market rebound,False,0.0206,recharge/plan,0.0,0.0,102.0,0.0,0.0,0.0,0.012
india,A,You mean I can remove anyone any time... Wow.... ????,False,0.0152,other,0.0,0.0,53.0,0.0,0.0,0.0,0.091
india,A,The master's predictions about the market in the past two weeks are completely correct. I believe the market may still fall... I will follow your advice and only do short-term trading and low-priced stocks.,False,0.0232,other,0.0,0.0,206.0,0.0,0.0,0.0,0.018
india,A,"Yes... After last Monday, I feel that investing money has become difficult and confusing",False,0.0085,other,0.0,0.0,88.0,0.0,0.0,0.0,0.056
india,A,Joining in 5 mins,False,0.018,other,1.0,0.0,17.0,0.0,0.0,0.0,0.077
india,A,Thank you Keerthi . Wishes to you as well ??,False,0.0257,other,0.0,0.0,44.0,0.0,0.0,0.0,0.094
india,A,Joined,False,0.0179,other,0.0,0.0,6.0,0.0,0.0,0.0,0.167
india,A,Can trends be used to make money?,False,0.0108,other,0.0,0.0,33.0,0.0,0.0,0.0,0.038
india,A,@349.50 purchase 150 shares,False,0.1011,other,8.0,0.0,27.0,0.0,0.0,0.0,0.0
india,A,Now it's working after unlock the pulse,False,0.0084,other,0.0,0.0,39.0,0.0,0.0,0.0,0.031
india,A,What??s your issue,False,0.1398,other,0.0,0.0,18.0,0.0,0.0,0.0,0.133
india,A,Hi team i will joined by 20mins delay,False,0.0159,other,2.0,0.0,37.0,0.0,0.0,0.0,0.036
india,A,I will be joining late today by 30 mins,False,0.0222,other,2.0,0.0,39.0,0.0,0.0,0.0,0.034
india,A,"This is to inform that, we can still see u guys still available status in AWS. Kindly go offline",False,0.0097,other,0.0,0.0,96.0,0.0,0.0,0.0,0.066
india,A,Need to announce something,False,0.0066,other,0.0,0.0,26.0,0.0,0.0,0.0,0.043
mendeley,W,Still in the area of the restaurant. Ill try to come back soon,False,0.0365,other,0.0,0.0,62.0,0.0,0.0,0.0,0.041
mendeley,W,Oi. Ami parchi na re. Kicchu kaaj korte iccha korche na. Phone ta tul na. Plz. Plz.,False,0.0258,other,0.0,0.0,83.0,0.0,0.0,0.0,0.098
mendeley,W,NONE!NOWHERE IKNO DOESDISCOUNT!SHITINNIT,False,0.0483,other,0.0,0.0,40.0,0.0,0.0,0.0,1.0
mendeley,W,Er mw im filled tuth is aight,False,0.0127,other,0.0,0.0,29.0,0.0,0.0,0.0,0.043
mendeley,W,"Sorry, I'll call later ok bye",False,0.0088,other,0.0,0.0,29.0,0.0,0.0,0.0,0.091
mendeley,W,Thanks for yesterday sir. You have been wonderful. Hope you enjoyed the burial. MojiBiola,False,0.0384,other,0.0,0.0,89.0,0.0,0.0,0.0,0.068
mendeley,W,For my family happiness..,False,0.0089,other,0.0,0.0,25.0,0.0,0.0,0.0,0.05
mendeley,W,Huh so fast... Dat means u havent finished painting?,False,0.0129,other,0.0,0.0,52.0,0.0,0.0,0.0,0.05
mendeley,W,Dunno cos i was v late n when i reach they inside already... But we ate spageddies lor... It's e gals who r laughing at me lor...,False,0.0073,other,0.0,0.0,129.0,0.0,0.0,0.0,0.032
mendeley,W,We took hooch for a walk toaday and i fell over! Splat! Grazed my knees and everything! Should have stayed at home! See you tomorrow!,False,0.0127,other,0.0,0.0,133.0,0.0,0.0,0.0,0.048
mendeley,W,"No dice, art class 6 thru 9 :( thanks though. Any idea what time I should come tomorrow?",False,0.0131,other,2.0,0.0,88.0,0.0,0.0,0.0,0.047
mendeley,W,You're right I have now that I think about it,False,0.0079,other,0.0,0.0,45.0,0.0,0.0,0.0,0.086
mendeley,W,"HEY KATE, HOPE UR OK... WILL GIVE U A BUZ WEDLUNCH. GO OUTSOMEWHERE 4 ADRINK IN TOWN..CUD GO 2WATERSHD 4 A BIT? PPL FROMWRK WILL BTHERE. LOVE PETEXXX.",False,0.0522,other,3.0,0.0,150.0,0.0,0.0,0.0,1.0
mendeley,W,You best watch what you say cause I get drunk,False,0.0194,other,0.0,0.0,45.0,0.0,0.0,0.0,0.056
mendeley,W,Ok set let u noe e details later...,False,0.0098,other,0.0,0.0,35.0,0.0,0.0,0.0,0.04
mendeley,W,I'm job profile seems like bpo..,False,0.0128,other,0.0,0.0,32.0,0.0,0.0,0.0,0.042
mendeley,W,How abt making some of the pics bigger?,False,0.047,other,0.0,0.0,39.0,0.0,0.0,0.0,0.032
mendeley,W,I absolutely LOVE South Park! I only recently started watching the office.,False,0.0197,other,0.0,0.0,74.0,0.0,0.0,0.0,0.131
mendeley,W,Nite...,False,0.0171,other,0.0,0.0,7.0,0.0,0.0,0.0,0.25
